,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9,It 10,It 11,It 12,It 13,It 14,It 15,It 16,It 17,It 18,It 19,It 20,It 21,It 22,It 23,It 24,It 25,It 26,It 27,It 28,It 29,It 30,It 31,It 32,It 33,It 34,It 35,It 36,It 37,It 38,It 39
28,257.5649654,183.1880238,-62.65042881,248.2701112,-134.625165,254.3909462,-89.85684849,280.9013365,-115.9152887,-64.33392062,274.3765774,288.7651076,276.1130453,279.3061785,-105.8970867,286.2907503,36.4533421,183.0515781,295.7261045,-82.23588871,-80.88190144,-72.31530735,-101.8634924,-101.0194602,265.1518675,111.6969812,62.79887119,-25.81680152,-32.6332798,-20.43457175,284.5778456,118.7856905,31.57261378,-69.00031963,-7.783161807,305.3133952,5.39456567,-101.6353249,289.0870896,257.5097087
29,253.6683091,-44.20757092,-34.85876843,247.3583146,-134.8876305,258.2726077,-22.85992132,279.2255977,-100.9273541,-57.84725248,276.2644015,289.972709,279.642209,-31.03556244,-115.1645649,288.3329934,71.58467574,-51.26232821,292.9884077,-56.54432039,285.7263052,-47.31029592,-102.4772547,-98.15026658,260.1958721,-65.37288954,-55.19107848,-54.09338584,109.0604024,20.58358491,284.147494,280.055233,-38.62959192,-68.52089718,-13.25781895,305.4009537,206.2649615,-94.37598381,287.5129042,261.0877827
30,244.3104112,-87.25947616,4.673106304,252.2748513,-134.8133715,257.2318501,27.46222315,281.0859924,-98.17218396,78.85387432,269.1358815,296.0720331,279.0959308,281.5049124,-74.09337059,281.6673444,-28.29338551,-123.0039031,294.4427928,-83.79788921,290.0781029,-75.81801964,-88.35607958,-100.4772335,260.1518237,240.4553332,139.5315939,13.01654237,-11.74443479,243.1611572,284.9484334,273.3186207,-26.0183997,-40.90774209,-18.01727465,306.9193113,92.71455229,-102.8105802,-28.88208609,257.38667
31,263.5985655,-78.66609682,294.909301,252.5945834,-134.6004773,254.3727356,59.30899847,61.00270091,-109.8941478,-91.89345662,276.9818684,134.479535,281.9450807,282.604445,-92.60004148,164.2827434,87.78261114,-123.199133,293.9109513,-62.93485981,-61.60718264,-72.69597769,-98.61553029,-100.5784118,265.5526534,71.20467091,14.77898992,-5.877628684,-57.5386428,252.9709238,284.1204561,43.83121722,32.08853997,-101.200055,84.08148628,302.7063396,245.3966737,-100.1302457,289.4487881,261.2605111
32,-85.16366661,163.2077443,179.6566312,-77.04926541,-134.6291878,256.0544513,305.1523681,146.2068175,-90.04897533,-42.04301061,274.1989965,289.9202965,44.36957339,282.0214749,-108.9042026,-92.58257784,-72.58896758,177.3582598,296.434828,-85.39729212,288.3648739,-73.27580128,-25.26027556,-100.2919211,263.0372276,216.8874092,278.2423612,-3.011493721,-28.82562271,48.14015653,281.1742108,278.6138084,68.59446299,-44.27237345,297.7046722,303.4289739,7.58697582,-100.0125732,176.5458296,261.2584372
33,250.8412781,-14.53876036,6.949024356,15.93671796,-134.5158717,-101.6304841,-6.168243903,278.0840382,-110.8472345,-86.94840864,274.0712604,296.8232911,272.5667746,147.9746182,-97.59178303,143.1443697,56.41632058,-123.8568357,293.4013883,-69.39399287,-77.8978683,-75.75997038,-101.5483229,-89.50910154,261.9283052,211.9157759,-31.79314581,-83.808221,-72.9498326,252.267797,284.597178,-64.33440914,94.61204801,-73.41666029,40.23317868,307.9409186,185.8033841,-94.27299891,287.6622149,257.093878
34,252.052037,36.88169487,45.74566904,250.4861371,-134.8815435,261.3333871,157.6941699,78.10729936,-67.10161535,-78.26492991,270.1319135,294.479229,58.20583019,279.9590653,-110.461559,-26.8193525,64.13977039,120.6029646,293.4654953,-55.39065214,288.4026288,-117.2876982,-47.07793458,-32.23621272,262.1560205,-56.1688229,106.4004216,-65.42698274,68.67936332,-108.0463733,286.9285634,275.6648325,-82.64586075,-72.28764817,-22.95515804,305.2359085,149.0619468,-94.91537877,289.0072631,259.7663432
35,255.3711671,-2.325976365,63.73857013,251.8009964,-134.1732378,257.6840543,-93.22857566,89.30468906,-113.3459159,-49.97141993,277.2620612,287.0674639,-60.71711285,280.4324374,-77.88775978,27.83316671,-57.31997602,42.26789628,295.6780137,-90.80414897,-81.58779823,-67.02227051,-99.36918876,-96.49881004,260.842534,-62.64725067,-58.30364335,-75.84249143,4.213093191,-69.86713069,286.4794787,115.8358519,-80.67296464,-54.85937791,57.68379258,304.1465675,246.4445366,-97.62193708,288.6449963,261.4596491
36,256.6158429,162.5546244,293.5801953,253.7573422,-134.8491169,258.2642811,-65.17191685,280.7555095,-109.4775016,-89.0933189,277.4426968,283.282467,88.66568487,279.8094718,-88.92590909,57.32454541,-66.71534776,208.3635191,293.6640756,-77.5407611,-85.09240775,-51.64931926,-100.0703534,-98.23147826,268.0352575,222.8086724,-70.88464401,-86.20396416,-49.66386004,254.2450819,280.7442091,66.17186773,-39.29820759,-59.97002841,-11.09399733,307.8384503,-95.00283581,-89.44705807,291.3829599,257.5307067
37,259.1398856,55.95080895,293.1731146,247.0452278,-134.5308794,258.4505512,-97.01985439,279.4709789,-105.089757,-86.60571771,278.9670679,295.1749554,285.7585387,50.78017749,-112.9085639,0.883435035,-68.12280654,-122.4435594,296.8557455,-79.9725544,-86.02741034,-75.92378637,-87.18087633,-100.8948509,264.7835481,39.40943006,-76.75489822,52.98748249,-73.39353101,-101.2633253,285.4908299,274.4914141,14.93003283,-60.81448795,10.63201807,305.3931517,157.019352,-89.07362245,-43.65260862,105.734467
38,118.3905635,181.2257096,-16.07054554,80.83507539,-134.8804514,251.9402847,-93.65617392,128.7266334,-111.8323865,-84.70268964,271.2663391,295.9401211,134.5331324,282.0292084,-114.416555,-17.4378221,-99.91712478,7.249386749,295.1364582,-97.08839408,-99.46920522,-117.4927889,-103.0753656,-99.53305206,260.5751341,216.6097154,275.7641207,1.034290599,-34.14347048,-118.4999633,279.5445107,16.56886465,-79.21300497,-62.12899824,-40.63677984,300.9236727,79.21066928,-91.72282494,290.4534471,142.6783797
39,-88.87724564,184.2132714,88.18814807,247.7626751,-134.6224568,255.7870519,91.18998658,279.6542805,-113.9585086,29.32248871,268.138358,292.9072447,278.4611658,279.2658291,-112.0318291,-92.94790045,-106.3662914,-123.2195478,294.229105,-46.97192976,-79.56486314,-70.46916909,-101.4714565,-93.82359578,-44.96751444,-60.83304909,-43.83201416,-40.64924307,51.5558832,-107.4555771,282.3881859,257.8833643,-109.9046134,-70.60377454,-41.58240161,306.948262,-66.10558582,-96.32913998,288.6368535,149.6370446
