,It 0,It 1,It 2,It 3,It 4,It 5,It 6,It 7,It 8,It 9
1480,-5.8389893,-1.4688762,19.543941,42.886402,9.57182,28.259344,30.228975,47.704834,-88.098495,55.514412
1481,42.71188,0.90544146,21.430355,45.443146,-98.122665,34.72124,13.3045025,41.084507,3.3957334,52.36512
1482,34.453552,3.1888714,22.959421,-101.22353,-99.48119,34.110775,10.828169,48.95159,28.221083,56.873833
1483,26.58106,-6.0319715,23.407833,33.53321,-97.85845,29.448296,10.8971405,-49.807415,-80.74309,61.036263
1484,-6.5110354,-95.51345,17.379217,-87.51875,-102.06205,32.935112,13.906447,52.90742,19.583744,67.09051
1485,24.558262,15.596079,-86.55831,-88.75591,-98.2872,21.260677,14.063029,49.949623,16.31339,62.201935
1486,-5.152487,21.428125,24.463734,-99.30475,-101.62326,31.336,18.803923,-71.611145,-4.04329,58.51201
1487,20.3823,17.581713,14.674863,-91.54494,-96.31142,-116.113174,9.494035,53.36402,29.852776,62.260803
1488,-5.7075343,11.102326,20.468224,34.9984,-92.91633,32.396347,2.1880658,-82.543,22.595047,48.66997
1489,9.200473,13.180697,19.906637,33.24129,-94.54474,0.5680078,-0.5340022,-72.7771,31.716816,49.72351
1490,15.249343,0.9133304,21.064793,-76.9787,-94.02725,21.004208,7.798949,40.17499,-11.246254,43.396553
1491,32.492317,31.728659,-82.44749,10.834185,-96.71114,8.05902,18.951324,-78.914,-7.9943953,33.18502
1492,21.947111,20.649157,15.613445,58.206482,-98.242615,36.35547,35.174305,48.413544,19.169489,22.471918
1493,12.564191,-5.1424465,18.476875,41.321945,-94.5434,37.91847,-79.09047,54.55713,-8.986763,46.181282
1494,16.979254,4.5603514,24.62318,16.831018,-99.2574,44.52012,37.07968,39.507355,-11.776528,59.134228
1495,18.049868,8.7939205,20.452385,22.343533,-91.79085,21.28158,19.041805,26.654387,-21.710861,52.240955
1496,17.5781,9.387681,28.230022,13.0464,-87.713425,33.250977,13.380568,34.461952,4.278996,68.605316
1497,16.312475,-0.33894604,21.200108,14.001534,-97.184074,19.827795,13.819358,35.35089,1.0866971,-64.33266
1498,16.741444,7.8520427,-76.09447,-91.503746,-99.190025,29.909924,13.96634,50.676277,1.5751971,41.521523
1499,20.783184,-5.279142,22.619764,-68.600395,-91.9995,38.17213,7.422907,39.76328,-1.2947218,37.328312
1500,20.275457,2.066869,-85.09338,31.140842,-96.00198,7.3196864,4.477044,45.191742,-93.858086,61.222267
1501,22.6034,-13.313759,17.213623,14.023427,-87.52297,42.53824,8.9748335,33.58326,21.462524,57.841038
1502,26.118025,5.6192274,25.835497,-100.10776,-96.85062,9.931275,18.402687,48.67561,30.661186,50.207882
1503,25.404335,16.567097,14.207894,-99.735954,-90.470955,44.76686,27.958672,51.15869,-8.205496,58.27334
1504,29.959255,17.942377,21.942638,42.07691,31.504189,-5.842421,-82.18352,56.985996,3.3068078,52.561108
1505,22.629705,-15.921654,18.175354,37.59968,-80.125435,19.81498,-85.59382,50.68346,-15.120121,60.69266
1506,15.772032,-12.090658,11.160754,-71.78467,-90.68077,25.619667,9.30016,48.45905,18.64499,62.290474
1507,13.738418,-18.299414,17.437597,49.724678,-98.711624,31.397545,3.923983,34.08245,39.772373,62.947937
1508,-7.5609026,-8.763331,17.66787,33.10757,-95.209145,38.73507,9.596516,55.819237,41.002728,66.40138
1509,-3.4059587,-14.983795,19.971622,-69.7375,-94.84759,28.15016,10.658474,56.184452,-69.96395,56.191227
1510,-1.3643391,-8.434051,22.397228,35.190506,-96.08245,2.4430158,-91.98136,50.471325,12.661561,61.302345
1511,5.214853,-4.1094356,23.266521,44.996456,-92.97194,-79.44374,21.74041,45.769257,5.0850554,67.2586
1512,13.815784,-7.029061,22.68703,16.93347,-99.44791,46.654747,25.634144,42.557915,14.781542,65.23436
1513,27.811293,-5.757165,0.5756326,-0.31101438,-91.20626,35.873886,7.4623837,47.156067,19.753643,54.904675
1514,20.627459,-12.636058,17.198162,-3.9997096,-94.80043,24.334982,-33.56775,52.779575,30.178457,59.830666
1515,1.3759847,-6.292363,18.801075,-98.397095,-90.60821,47.05449,5.6131907,44.11669,-85.48236,54.49643
1516,33.024807,-8.676792,-12.426034,20.954203,-97.48401,10.84972,-10.422511,47.948933,5.3933444,47.922363
1517,4.9158297,0.020647842,22.30842,40.471355,-98.762924,16.488037,6.2253976,39.498196,0.55080074,-54.04089
1518,-8.73261,-7.44269,7.4323506,39.802994,7.3300858,12.40502,2.620789,38.868824,7.4334793,63.315292
1519,-8.938696,-2.4807785,19.761696,41.514946,-83.9507,21.06413,-83.48999,42.635406,-110.65392,69.662
1520,-10.574995,1.9602789,18.464798,45.51981,-97.17174,18.457739,13.65911,27.062933,-108.74958,58.517887
1521,26.86755,-1.3922988,19.679281,39.60784,-97.33567,25.623796,8.945837,7.8482647,20.24262,-46.524708
1522,-10.955423,-1.218964,26.758387,-87.58006,-87.21459,12.141459,-85.136986,9.53277,16.670267,72.65526
1523,18.244555,0.5563926,22.260614,43.790474,-100.94142,-19.60425,7.749132,7.815031,-95.05635,-112.180374
1524,-13.21247,-4.7259636,25.461416,41.191936,18.447145,-97.49251,4.1269674,14.090073,-94.90222,52.429443
1525,-5.7065845,-2.2920349,20.343748,38.942516,-98.2308,25.677567,3.6056678,40.40823,-81.64977,52.33865
1526,-15.17777,-3.010334,28.698599,37.910713,-87.41444,-87.3938,-95.05005,42.457314,-119.26511,45.768585
1527,-7.396881,-0.52453387,24.386984,37.72482,-91.431786,-96.949,-17.89668,51.01714,9.855702,53.50552
1528,-13.892226,6.3497677,-82.42593,35.589718,24.994305,-83.301895,-80.05945,53.81042,4.1606374,53.63418
1529,16.223227,10.111626,-77.14784,36.389866,-94.90705,-96.87239,-29.483805,-50.180443,16.631823,48.646255
1530,19.91393,11.655942,15.2910385,45.088932,-98.228714,-99.97478,10.716907,35.57172,16.322424,55.95964
1531,-85.35506,2.4228468,19.008675,59.44771,-98.00955,31.407682,-23.308811,54.22171,5.270629,40.271496
1532,10.476504,8.915472,-99.28295,31.083418,-83.54353,18.209211,5.899429,51.798958,-83.168076,53.87665
1533,16.22783,3.752596,-97.72999,43.550735,-100.29327,30.47006,19.958557,46.737465,16.24264,64.47058
1534,16.64028,11.327653,19.378601,37.36382,20.029451,12.129758,31.18408,59.469482,11.570798,51.858116
1535,0.28395188,-13.130292,18.243301,26.747568,-88.77064,14.497179,32.069244,54.19166,16.399595,57.07864
1536,0.2947888,-9.684729,20.639683,39.74926,-125.00314,19.226336,26.135567,61.224266,3.6780198,58.911148
1537,-4.174407,-6.2649665,18.376375,35.64391,-94.66478,19.78845,27.628288,-25.65612,17.660353,55.612484
1538,-16.134174,15.614738,19.841063,37.0023,-90.75568,22.488787,35.087116,55.629795,11.691334,60.301163
1539,-18.385239,19.304016,20.095516,31.518206,-95.99768,11.3074045,23.21613,54.25552,16.877281,62.732433
1540,-17.253292,21.015806,19.227932,32.78038,-93.43556,9.044958,8.747118,71.71782,30.541655,56.501225
1541,-9.314994,15.795829,20.47363,36.389214,-96.93054,5.487509,19.931543,60.100113,31.869638,50.971626
1542,4.0555344,-91.180626,15.454441,42.82781,-88.493706,5.560785,19.236572,46.980297,-91.55706,42.858547
1543,18.572632,-86.36949,19.144705,43.52698,-95.99055,-80.5695,28.458498,43.53717,8.468254,53.552265
1544,23.013397,31.973074,-89.51535,5.093295,-93.94461,-94.286835,26.756592,30.246405,11.133653,60.413742
1545,24.973759,-73.25798,11.570742,49.06311,-0.9191658,18.902895,34.27528,-66.43286,7.767806,57.313915
1546,28.957964,7.36832,20.951302,-112.84386,-99.12395,-96.12394,12.458729,52.36146,33.350853,64.09265
1547,24.335598,15.90905,16.351364,-15.959316,-83.27916,15.907274,14.903669,50.441467,14.498822,65.36639
1548,12.019825,12.104836,20.818478,37.83427,-92.14494,20.829298,16.509645,53.688503,2.5849779,59.097298
1549,29.800186,24.409182,-5.939754,38.38643,-96.191025,-95.14979,15.905965,47.488716,-86.108795,59.397316
1550,17.654896,16.771688,19.975737,33.77758,-97.50946,-94.72394,29.00249,50.129627,21.82874,60.35629
1551,14.576585,8.652335,21.181824,6.0515966,-100.01869,2.1962724,37.05047,54.32702,-97.932785,57.401115
1552,20.32781,-4.4756904,28.994293,-0.71018475,-94.33554,32.501938,29.53108,53.53644,6.212877,58.355774
1553,22.704052,-12.732277,24.208498,31.102736,-93.45222,-91.22725,-24.199602,56.656956,-98.14566,65.1884
1554,24.419197,-14.136667,21.50375,-95.39235,24.772655,39.13288,28.977406,53.3045,-98.34899,67.26861
1555,25.742235,-13.826286,24.80957,39.678158,32.358063,27.20558,19.535244,53.6475,-106.170654,59.819748
1556,24.087687,-18.856865,19.459372,47.636436,-97.7146,2.877596,29.446634,7.9858065,-100.11276,58.946983
1557,21.533556,-12.851882,23.12081,39.00198,5.226765,-9.462489,26.514055,51.885025,-84.57758,55.92516
1558,25.640347,-18.711506,18.09197,35.407455,-88.58885,-15.309763,39.616375,48.481735,-97.53667,60.657024
1559,19.17518,-2.2907934,17.076952,-79.892365,-95.52001,6.3053646,30.594479,37.44982,21.380598,52.379364
1560,26.011171,26.134537,20.94196,34.23036,-98.22043,-92.16662,17.979841,31.938845,-101.95105,59.28947
1561,19.119513,20.634071,19.109293,-71.96294,-95.55461,-91.19449,18.532513,52.093887,30.14318,59.988983
1562,24.247074,2.964276,-76.71327,-82.1808,-97.28653,1.6664664,17.721994,48.338165,7.648938,57.6743
1563,17.315847,17.28467,-93.85964,-51.088135,-91.353134,-97.68979,15.2157345,62.538254,24.631092,55.751953
1564,25.559141,6.430315,6.382818,-57.183636,-90.53347,-88.38121,33.993015,58.279045,18.362968,65.33761
1565,16.907394,2.242702,16.946194,44.92735,-99.10765,-98.79978,37.8982,45.828487,6.660948,60.220287
1566,17.696863,-5.165872,24.947325,44.88061,-93.78824,32.04427,39.463547,43.128796,8.6898155,50.718483
1567,25.303728,1.5158526,-8.531234,45.3035,-91.54808,-64.99721,32.763493,32.274364,6.368536,54.837547
1568,25.210533,-1.2175418,19.804485,38.232933,-94.88903,9.561113,38.793102,41.423233,18.335022,58.393856
1569,6.7656717,6.138521,20.45948,48.511,32.695427,13.0686035,26.927607,49.436367,14.736519,63.025925
1570,6.987608,-1.6629767,-86.71718,54.785522,18.728296,2.7855961,32.153072,40.787987,23.284592,60.050858
1571,18.899223,-5.850112,24.88528,48.954792,-6.915194,-11.565974,28.962633,62.452877,14.76319,61.77378
1572,6.4698176,-7.235591,-17.535017,47.657578,9.553098,-11.663722,41.095455,42.29821,-77.86895,52.334377
1573,23.959303,-0.24414371,20.192932,40.56969,-99.36617,17.282051,34.328625,39.964996,15.742766,63.636646
1574,18.566967,-6.2296424,17.261856,-59.363945,-5.34901,22.653051,29.587835,43.89832,-91.3052,66.75667
1575,31.354582,-9.000102,18.080803,39.827545,16.473633,38.574577,27.832287,42.230774,-95.12056,65.048515
1576,24.075485,-5.4028325,23.871716,47.01375,-94.750496,36.000607,35.504517,47.506615,-91.09485,55.896614
1577,17.727156,6.1841245,21.550528,51.211666,23.900177,34.35026,39.89349,58.49525,-97.89734,48.67021
1578,20.204952,8.069236,10.474742,46.145638,12.868505,26.730215,38.780586,69.88417,-95.87961,57.141773
1579,21.088522,8.762649,-4.039257,41.241894,-86.9304,16.48919,35.396843,63.08188,10.539938,53.88896
1580,11.830404,7.7543797,22.61336,44.950737,-90.73613,16.279402,37.263435,67.70692,-93.44094,62.658108
1581,-4.527471,16.310518,21.15475,45.826916,33.758217,15.926118,31.578297,66.952644,-99.16168,65.32544
1582,-3.254183,15.045965,-89.63026,37.540695,-99.25517,7.063947,24.984095,55.56469,-53.951916,63.47662
1583,4.1082067,17.479223,19.204668,39.360935,-92.95189,34.098316,-73.097786,47.793346,41.587036,-43.383095
1584,0.32732117,31.989557,26.542473,42.086414,-96.94059,42.00142,31.004042,35.086143,24.944975,56.575127
1585,3.5041866,27.286337,23.274803,39.681454,11.881938,14.509385,26.209496,43.174644,-96.98641,65.610245
1586,-6.187688,30.390491,31.783075,42.304165,13.199716,-5.0633464,26.583464,45.91498,13.733276,67.95566
1587,14.643629,6.726854,24.111057,38.575806,-89.78231,6.908884,40.24287,49.646942,-107.54181,57.7005
1588,3.6521268,24.141367,22.494944,36.131985,14.206416,12.895408,30.180443,52.51668,-87.900925,59.49558
1589,6.831742,18.899448,12.889675,41.93899,-91.27795,-92.89029,22.03879,52.676445,-81.9113,56.405777
1590,18.783834,-9.702089,-4.29448,46.890484,-89.21158,30.02316,40.547398,57.498074,34.073807,69.13543
1591,-1.6211286,15.073887,16.523642,-98.20948,20.51382,-71.00943,32.864464,63.157272,27.952448,58.194
1592,14.788089,4.404345,-82.87042,65.882065,-89.08646,42.875458,32.79504,61.660496,10.742449,70.34661
1593,16.30044,5.6866865,21.298496,-69.16422,-13.0558,39.480583,35.643936,54.988308,24.679502,51.27329
1594,18.077778,8.852516,23.201859,-83.32317,9.926587,33.372887,29.848244,46.23876,16.530426,65.67558
1595,15.21654,12.43896,21.025793,-93.12883,7.3447275,36.140377,26.70447,48.1617,28.016901,62.605164
1596,20.14763,3.1634343,17.587145,51.630577,-90.855446,32.720917,36.88035,46.48026,2.1820133,53.332916
1597,21.366,-2.169762,23.918425,38.788425,18.041056,13.900351,30.999006,34.833714,-115.58309,49.59314
1598,22.716894,7.389272,20.238922,21.487034,27.499844,13.694852,35.610348,27.269209,-101.4589,60.658154
1599,25.39953,8.997021,-87.629585,23.034012,26.79088,44.412914,37.09902,29.629541,-100.60219,61.14813
1600,27.451275,28.045383,20.588783,13.790829,16.510168,39.865505,35.271564,10.709976,24.712889,64.11647
1601,20.926414,12.337685,-87.79573,31.030552,15.037753,9.1352005,43.478706,21.698698,25.873705,65.07823
1602,23.483168,27.42846,21.24948,36.98897,7.606022,21.168896,27.696001,57.37383,-2.170174,60.859882
1603,24.9434,16.818665,14.600243,38.4149,-17.091944,-98.393936,46.66944,57.57582,-5.8806686,64.52671
1604,19.706951,30.952066,21.331453,41.37278,-97.08551,-77.318794,48.68547,-106.52673,4.092355,66.36439
1605,26.142338,27.430628,25.740013,60.12695,-92.8105,25.408587,-124.93584,55.149498,-3.3100483,71.3678
1606,18.432034,21.122616,26.702099,48.94182,21.116976,21.08823,36.25815,47.10115,3.0360057,70.73604
1607,18.537617,20.852068,-87.14,54.609203,-0.8015521,14.940877,34.227688,26.528584,19.824533,70.00445
1608,25.14704,11.316415,17.140335,38.293114,25.468933,7.31867,35.033092,21.565113,-0.41798717,64.66031
1609,27.22168,29.928864,-92.80685,32.89496,-95.396065,18.00125,32.24559,30.73939,4.9571276,58.075687
1610,28.393108,16.740541,16.507927,42.118977,15.903396,-132.60094,31.25412,8.819701,-0.57168704,66.06618
1611,16.940828,-109.959785,4.992732,44.910088,-86.061,7.3843718,38.093945,6.787908,1.3122534,62.745163
1612,19.788033,18.059998,25.856594,41.021618,29.073837,16.800077,28.086796,22.796856,21.370073,58.062824
1613,15.931122,1.7190244,-99.43139,48.225536,29.307491,37.937054,-79.83666,-75.46237,19.299328,65.95287
1614,14.38718,11.742999,-21.10155,50.75153,23.686592,17.054012,-79.696945,26.764847,8.230247,63.45309
1615,21.589712,14.249579,20.769321,62.708378,10.715952,23.017296,35.3428,40.948875,9.263163,59.44826
1616,19.09211,16.961462,17.969942,50.584034,6.027461,6.7947903,26.789528,60.51922,-108.24224,60.913162
1617,22.05891,13.860952,12.459173,36.671486,4.8430653,5.54417,27.362297,58.74058,12.091254,69.07069
1618,27.910973,13.855908,19.440727,48.658142,-15.476734,-11.215313,26.725813,59.846558,-96.18284,65.95505
1619,20.456882,12.411933,-99.01743,53.439713,6.6149626,2.0847685,24.198282,38.72264,-95.56683,67.854294
1620,30.135845,16.867685,28.098274,43.976715,22.128344,-1.0069572,22.305508,45.873596,-101.33469,57.514793
1621,11.950312,27.099401,-74.936035,40.154774,30.004547,-5.833906,26.37853,32.158302,29.830729,62.71474
1622,29.474941,16.453735,23.663282,36.004124,25.949669,0.5524944,27.538544,30.390461,15.019312,53.976643
1623,28.772926,32.392517,27.393387,40.84623,5.5734634,7.638719,17.96002,41.33632,17.882793,66.185165
1624,29.629549,18.577425,22.33065,46.148224,-17.879082,2.9088812,29.551712,46.437756,8.204142,68.21634
1625,21.940601,20.658485,23.608519,52.87986,12.47414,8.324404,33.437756,50.229015,15.865569,55.89728
1626,21.03459,5.446784,25.925743,56.79508,25.10195,3.3765879,29.328985,44.78579,16.270248,63.442566
1627,-111.80626,18.387114,27.312862,58.638096,-4.0799522,16.733892,29.710047,48.533913,19.846521,61.1022
1628,25.81767,22.73905,-94.435616,55.632465,-8.478741,21.073574,41.29507,57.152657,18.247246,60.9493
1629,26.40318,12.052188,15.633379,58.869274,29.476067,8.292999,32.3561,44.0381,10.748917,51.907463
1630,22.493696,29.017326,20.513918,59.722034,8.39241,17.280901,35.05558,38.845028,-109.13657,61.47033
1631,14.847519,0.07229223,27.558922,46.343906,25.040539,9.426085,39.816055,32.06459,-122.26083,-83.073105
1632,22.812996,6.5487885,31.706707,51.593987,10.185295,32.06259,29.821606,18.858467,17.083014,71.62325
1633,-109.15402,-86.25392,32.144398,50.67017,26.690073,31.586418,19.488535,30.422022,31.439379,70.46784
1634,24.909414,30.96306,20.71958,43.54422,15.931427,14.22291,28.953957,11.427668,-93.88264,62.42041
1635,24.175632,17.260218,8.58932,42.1861,-99.58349,36.621788,36.20235,3.5880501,-93.69848,69.03073
1636,22.483477,2.7241557,7.512219,51.57537,16.933783,12.644063,36.744698,0.70084107,28.399448,-55.023453
1637,19.675488,1.2581866,4.189688,48.184032,-0.5037638,10.788858,31.34837,3.8966315,-100.05917,53.21464
1638,31.73216,-0.9513601,17.081812,58.555676,10.575461,38.511192,37.912476,5.834144,-106.10786,66.585365
1639,28.702295,10.05281,22.66905,51.432693,-0.90809876,28.007883,30.449423,8.676531,7.7312627,-52.94921
1640,27.959,18.082975,25.82468,44.780727,21.97634,36.227398,30.975859,27.966476,15.671095,67.41366
1641,-108.085556,26.858593,24.889963,45.168625,23.116638,36.438923,25.495914,22.483353,31.075386,62.07984
1642,21.146662,27.083029,21.093542,45.15769,17.302433,31.806416,24.919634,36.60056,-101.53881,67.01065
1643,24.804628,23.228767,20.42791,50.355495,-0.43082488,28.075283,38.622795,35.961746,31.373589,60.380608
1644,25.482277,-92.239586,13.5331955,52.539925,20.327719,21.13346,30.531515,-93.985115,31.791864,53.7321
1645,26.717817,31.684338,12.568651,46.998882,15.356164,33.16385,36.9201,14.2675705,-84.316956,61.187912
1646,17.273859,18.256744,12.360108,50.03627,-90.67488,20.797981,30.674288,21.276068,-99.61299,54.11463
1647,25.790728,32.222237,16.102345,48.38939,15.700021,29.896536,26.351871,20.471914,26.201372,59.762836
1648,25.027384,13.1392355,20.709547,-76.38321,12.115464,17.9576,33.965206,37.25403,-102.82038,64.26516
1649,24.387924,13.300078,-83.50162,52.6256,-90.19165,-59.438694,30.375675,37.92002,-102.95908,64.86235
1650,22.412476,6.3434553,21.574587,55.438488,-24.824007,43.08951,-123.25957,40.608776,-102.859695,53.433918
1651,23.6066,6.22436,21.93322,62.090492,10.458662,24.720081,25.06919,33.019417,-102.04887,67.04645
1652,18.157875,4.761629,-89.861755,-93.56872,-116.550446,26.872524,25.886324,36.3733,18.91655,64.94909
1653,23.910427,14.786681,21.649113,55.45743,6.48417,20.730383,18.813745,33.732376,-94.28202,53.43321
1654,20.964098,21.546251,25.135862,45.091835,7.3350773,17.487595,28.002773,22.329918,-96.113556,62.06198
1655,23.977133,20.762615,-97.848755,54.5916,11.350943,9.438231,27.512426,39.706917,-94.56432,60.24462
1656,14.310441,17.22238,24.441967,45.59265,-2.9674377,16.240866,29.583553,33.145306,-92.67933,59.725876
1657,10.338608,22.169647,23.960285,54.533222,1.1889818,13.091821,26.848034,42.369232,-99.3567,64.61278
1658,9.746205,14.862843,19.289846,54.230885,8.882826,24.548101,31.947996,59.211346,39.885853,59.4173
1659,8.630994,15.372783,29.796122,49.59512,11.949325,35.21419,29.622187,45.91814,17.735506,-66.47308
1660,12.0260315,24.869621,-73.34979,47.152874,13.963095,-101.644745,34.87384,-52.38686,7.431183,70.635895
1661,19.986252,25.227215,31.94361,51.223522,5.0314145,12.969539,27.342783,47.047585,0.80285,67.66652
1662,14.195522,21.239649,32.62316,51.128124,13.90079,6.2063265,31.382858,46.587852,12.937241,71.92226
1663,14.432033,18.663246,-91.28198,53.102448,19.11458,15.202483,30.621489,46.58721,-94.84171,63.176
1664,12.872276,17.31897,30.228378,47.126778,4.521927,12.391319,30.734934,23.872993,-3.902355,71.73074
1665,19.904966,26.68443,30.361158,55.812428,7.075572,13.387882,29.371576,2.1652803,-99.81979,74.637276
1666,12.567233,31.395514,25.968464,48.596684,4.1958165,35.31229,34.16032,7.5316663,-94.02641,69.76281
1667,7.0832114,38.67129,23.603327,58.339405,10.03964,-102.26934,31.031418,12.575655,-98.69678,73.56814
1668,24.613163,7.7664266,-86.7704,47.616768,8.427701,-102.96654,36.0603,10.359499,-84.8638,-50.66406
1669,9.662212,12.41686,25.288437,-59.580654,18.813574,44.334656,39.268013,5.806988,-98.787346,69.846565
1670,17.803474,16.809134,25.549637,49.83452,20.794682,37.036644,31.661207,11.261964,14.209914,67.194695
1671,19.99527,10.279916,20.35514,50.67992,23.431162,32.399822,27.056738,14.324439,-84.91579,68.886444
1672,16.611616,-80.10037,24.203888,53.6008,17.893162,35.53776,18.401058,24.069433,15.6912985,72.7251
1673,13.796774,-1.7623214,26.580116,56.665516,15.014025,30.684208,24.20755,29.926483,-103.919205,74.11826
1674,9.786024,20.914007,26.642092,56.49649,10.147662,25.92313,29.82699,46.754185,-93.820496,73.82965
1675,7.6015534,35.76428,31.580048,47.43283,10.961232,16.741188,35.576214,51.76136,22.884005,76.15696
1676,5.7943,-5.7819986,32.549885,56.36681,13.029109,16.078741,15.538329,59.33192,14.194942,67.34534
1677,15.712988,17.359198,33.939404,40.75656,2.2237127,32.6802,32.678387,47.137623,-102.90714,75.18796
1678,10.528497,21.29693,-84.429146,50.998634,10.173658,33.473785,28.935776,48.2579,-96.72927,76.672485
1679,15.840077,13.853004,34.507782,32.704937,22.575905,32.47111,34.864243,35.713722,17.416145,78.873184
1680,23.78504,17.396334,20.61365,37.88048,-94.189186,43.524082,21.7967,10.50112,13.850023,65.14235
1681,23.717201,24.707561,28.583687,38.265995,22.661192,39.635532,24.203466,11.912605,9.7421875,65.6089
1682,-116.20443,18.123493,21.83115,54.69253,17.741953,-68.22513,28.440609,2.6224692,4.6650734,70.22682
1683,18.160286,9.331904,30.674078,51.448235,18.511776,14.282102,30.501183,1.5416076,-101.42223,80.22477
1684,22.19479,20.744925,23.196413,56.78276,-83.4487,-101.91736,30.709072,3.3794477,-82.90572,78.201065
1685,17.692797,27.482435,20.012877,51.08879,13.012757,23.304249,33.39272,26.917131,-94.55444,65.24382
1686,22.15257,19.59745,25.87022,41.569622,28.269863,32.727413,24.718788,18.626453,33.025475,67.78338
1687,18.896769,36.45078,27.833504,42.44987,-104.67205,29.266865,23.519892,31.190155,12.1237755,61.94557
1688,17.869694,31.211454,25.7671,57.970352,23.813648,34.794376,35.22656,30.627424,-92.63118,61.6344
1689,24.657312,27.435814,23.542252,59.606937,-103.275734,34.52852,27.436779,39.12539,-77.92668,52.8336
1690,-94.13832,20.949211,26.299778,53.932205,-73.082596,40.31189,21.00643,49.150852,-78.29941,65.94091
1691,-91.89862,6.3425193,-81.25871,45.044247,23.279934,43.151226,24.832848,52.030476,33.450684,68.38769
1692,21.09379,19.315994,-88.63365,-91.94607,3.5194983,39.97262,28.456657,40.834064,-96.60503,68.75069
1693,12.984176,31.859959,31.96265,54.501396,2.1273954,33.401466,30.553513,34.765377,-99.082535,71.35872
1694,20.61669,26.274658,34.835575,53.208694,-4.3781986,28.7729,35.138016,21.732178,-92.71489,75.75231
1695,15.46459,-98.32446,-74.51929,59.76224,-1.3019209,30.64998,44.65342,22.43614,26.335115,60.571655
1696,-82.22146,10.541121,43.046543,49.442352,11.8405905,48.677807,39.684708,21.438894,28.535229,53.04344
1697,21.33366,15.65904,34.210743,58.955322,13.136505,33.12374,28.889338,32.345905,17.611269,75.26844
1698,23.411234,4.3974156,31.72622,56.45248,20.2214,23.497663,13.392083,40.60672,20.674896,73.61124
1699,21.332085,13.375183,22.778164,64.17022,-95.30355,30.652237,21.688189,33.772186,-92.35864,68.12238
1700,24.241488,19.117674,15.478722,60.80693,12.690317,41.671566,45.308235,38.44485,6.335574,64.822784
1701,31.112644,27.164879,23.150621,52.064133,15.535862,-97.95526,29.717577,31.765692,11.088554,84.37599
1702,26.69046,26.41308,12.786092,51.351475,18.45664,39.034126,33.22124,9.052555,6.4650135,78.8838
1703,28.398573,23.917788,12.733404,52.100235,15.685527,48.72628,27.286043,9.7007265,24.497557,81.90811
1704,28.040413,24.153736,23.408445,52.682556,6.6589117,40.928486,30.792866,4.3523674,20.913403,73.33382
1705,-89.1091,21.894342,34.9327,47.403435,5.4465866,40.299625,33.3756,3.6306975,18.63874,67.543274
1706,24.517952,17.316368,32.21729,38.654922,16.320303,47.459393,31.64037,22.322035,0.7754869,67.94128
1707,17.54267,11.217277,-87.616135,30.517208,9.105277,-62.315952,30.017847,41.0762,8.256828,73.27289
1708,-105.08109,17.781975,32.835625,-92.7001,4.3212476,15.838808,26.779722,51.933083,3.4884024,75.56064
1709,12.9482565,37.199993,31.58045,53.252647,22.860844,33.70434,33.96549,48.744755,-92.417656,70.05943
1710,18.02621,26.623615,36.71858,55.997696,20.757504,31.436533,-22.24109,29.310028,15.0905695,87.580376
1711,19.253155,5.4791,-94.567726,52.815933,24.267975,34.33197,-20.373144,26.779224,-100.142334,79.86259
1712,-89.23265,23.326393,25.673786,51.302208,37.066387,36.974873,35.26033,-81.25451,35.0927,74.7484
1713,19.006525,15.892065,27.069712,54.611557,32.670017,29.732275,36.523045,19.328781,8.1994095,73.08962
1714,-91.61108,19.212101,27.716043,53.44182,31.527012,35.904827,28.642542,28.179686,6.97742,79.72745
1715,16.718664,14.894822,30.648006,49.240967,23.77062,38.641605,19.877357,35.9346,9.002489,79.23936
1716,18.230495,21.90197,28.489635,43.97149,19.143888,39.385464,17.308228,31.915026,-85.21028,82.920815
1717,13.995317,16.742195,-81.80495,42.670536,19.04124,47.661205,16.02404,45.46857,-99.01177,83.006134
1718,16.454786,20.550875,20.792114,46.512104,18.510725,43.96223,24.008371,45.755924,27.209166,83.69383
1719,13.834024,17.069479,30.801743,52.32354,25.183832,39.498436,28.94777,46.599155,27.069084,74.95013
1720,17.428028,23.212133,28.92151,49.162643,17.65407,13.485677,-11.695172,43.24775,35.137337,63.323242
1721,17.687586,18.970587,30.457626,56.743515,17.22376,26.239172,-17.590805,35.41805,21.419666,80.33811
1722,19.145308,22.960182,32.098587,49.684185,21.785515,29.312603,-16.716928,27.892649,15.694811,77.076996
1723,-86.58834,17.279758,33.580566,57.54303,23.84715,42.522526,-27.432932,14.367367,16.03585,70.68337
1724,25.063768,25.063002,33.942966,52.913177,15.620812,42.787025,25.525654,21.90288,18.565874,74.2537
1725,-90.26725,26.651823,32.388454,52.30437,35.084827,47.370354,-138.66135,27.552954,9.642624,77.79957
1726,-81.83293,26.008196,34.992886,48.115746,-6.1631,51.044975,-116.43725,37.43017,20.286602,81.4855
1727,24.64981,45.187565,28.061459,43.845787,-5.970859,47.083183,18.12487,45.534977,38.004982,77.64097
1728,-93.66986,19.777018,35.00194,43.68117,12.887943,46.44636,5.8528047,-83.81624,24.436062,72.68143
1729,11.368218,15.382091,27.842192,28.219837,3.036663,49.005856,15.681432,24.71882,25.41938,70.523506
